Station,Date,Daily_Entry,Daily_Exit	
DEKALB AV,08/18/2020,3164,3234	
DEKALB AV,08/19/2020,2949,3168	
DEKALB AV,08/20/2020,3283,3298	
DEKALB AV,08/21/2020,3133,3387	
DEKALB AV,08/22/2020,2280,2442	
DEKALB AV,08/23/2020,1641,1951	
DEKALB AV,08/24/2020,2783,3049	
DEKALB AV,08/25/2020,2813,3126	
DEKALB AV,08/26/2020,937,3341	
DEKALB AV,08/27/2020,2663,3218	
DEKALB AV,08/28/2020,3094,3416	
DEKALB AV,08/29/2020,2076,2189	
DEKALB AV,08/30/2020,3139977,3191418	
DEKALB AV,08/31/2020,3293,3237	
DEKALB AV,09/01/2020,3301,3370	
DEKALB AV,09/02/2020,3346,3402	
DEKALB AV,09/03/2020,3372,3539	
DEKALB AV,09/04/2020,3828,3540	
DEKALB AV,09/05/2020,2541,2756	
DEKALB AV,09/06/2020,2114,2165	
DEKALB AV,09/07/2020,2069,2227	
DEKALB AV,09/08/2020,3898,3953	
DEKALB AV,09/09/2020,4177,3916	
DEKALB AV,09/10/2020,4084,4125	
DEKALB AV,09/11/2020,3980,4197	
DEKALB AV,09/12/2020,-274338329,-652281067	
DEKALB AV,09/13/2020,-3136867,-3187612	
DEKALB AV,09/14/2020,-3742,-7326	
DEKALB AV,09/15/2020,3469,4233	
DEKALB AV,09/16/2020,3562,4006	
DEKALB AV,09/17/2020,3267,4036	
DEKALB AV,09/18/2020,3123,3923	
DEKALB AV,09/19/2020,2432,3181	
DEKALB AV,09/20/2020,2023,2564	
DEKALB AV,09/21/2020,10783,15052	
DEKALB AV,09/22/2020,3389,3978	
DEKALB AV,09/23/2020,3470,4026	
DEKALB AV,09/24/2020,3173,4091	
DEKALB AV,09/25/2020,-1240425,-765572	
DEKALB AV,10/03/2020,2404,3355	
DEKALB AV,10/04/2020,1842,2446	
DEKALB AV,10/05/2020,3353,3737	
DEKALB AV,10/06/2020,3428,4040	
DEKALB AV,10/07/2020,3588,4080	
DEKALB AV,10/08/2020,-2646376,-55970	
DEKALB AV,10/09/2020,2610,4231	
DEKALB AV,10/10/2020,1429,2414	
DEKALB AV,10/11/2020,-1994326012,-1848862030	
DEKALB AV,10/12/2020,1996972429,1848915126	
DEKALB AV,10/13/2020,3374,3900	
DEKALB AV,10/14/2020,3416,4168	
DEKALB AV,10/15/2020,3206,4266	
DEKALB AV,10/16/2020,3169,3572	
DEKALB AV,10/17/2020,2273,2758	
DEKALB AV,10/18/2020,1671,1865	
DEKALB AV,10/19/2020,-5817,3876	
DEKALB AV,10/20/2020,12642,3942	
DEKALB AV,10/21/2020,3458,4091	
DEKALB AV,10/22/2020,3377,3994	
DEKALB AV,10/23/2020,3357,4063	
DEKALB AV,10/24/2020,2052,2602	
DEKALB AV,10/25/2020,1595,2067	
DEKALB AV,10/26/2020,3782,3815	
DEKALB AV,10/27/2020,-1926660438,-856192365	
DEKALB AV,10/28/2020,-2659612,-52826	
DEKALB AV,10/29/2020,3862,4136	
DEKALB AV,10/30/2020,3755,4092	
DEKALB AV,10/31/2020,2310,3482	
DEKALB AV,11/01/2020,1809,2386	
DEKALB AV,11/02/2020,3976,4207	
DEKALB AV,11/03/2020,3457,3968	
DEKALB AV,11/04/2020,3600,4014	
DEKALB AV,11/05/2020,3800,4405	
DEKALB AV,11/06/2020,3542,4449	
DEKALB AV,11/07/2020,2436,3772	
DEKALB AV,11/08/2020,1974,2901	
DEKALB AV,11/09/2020,3641,4244	
DEKALB AV,11/10/2020,3873,4605	
DEKALB AV,11/11/2020,3536,4099	
DEKALB AV,11/12/2020,4024,4497	
DEKALB AV,11/13/2020,3598,4387	
DEKALB AV,11/14/2020,2222,3756	
DEKALB AV,11/15/2020,1451,2573	
DEKALB AV,11/16/2020,3556,4225	
DEKALB AV,11/17/2020,3713,4355	
DEKALB AV,11/18/2020,3657,4358	
DEKALB AV,11/19/2020,3420,4249	
DELANCEY/ESSEX,01/01/2020,16210,12907	
DELANCEY/ESSEX,01/02/2020,25327,21203	
DELANCEY/ESSEX,01/03/2020,27465,23208	
DELANCEY/ESSEX,01/04/2020,20320,17308	
DELANCEY/ESSEX,01/05/2020,17442,13675	
DELANCEY/ESSEX,01/06/2020,25801,20833	
DELANCEY/ESSEX,01/07/2020,26210,21862	
DELANCEY/ESSEX,01/08/2020,26873,21905	
DELANCEY/ESSEX,01/09/2020,27402,22646	
DELANCEY/ESSEX,01/10/2020,29486,25325	
DELANCEY/ESSEX,01/11/2020,24385,21090	
DELANCEY/ESSEX,01/12/2020,20124,15535	
DELANCEY/ESSEX,01/13/2020,25991,21101	
DELANCEY/ESSEX,01/14/2020,26827,21764	
DELANCEY/ESSEX,01/15/2020,27610,22063	
DELANCEY/ESSEX,01/16/2020,28038,22909	
DELANCEY/ESSEX,01/17/2020,28938,25227	
DELANCEY/ESSEX,01/18/2020,20223,17947	
DELANCEY/ESSEX,01/19/2020,19218,16473	
DELANCEY/ESSEX,01/20/2020,18793,15365	
DELANCEY/ESSEX,01/21/2020,24925,20788	
DELANCEY/ESSEX,01/22/2020,26403,20724	
DELANCEY/ESSEX,01/23/2020,27207,21040	
DELANCEY/ESSEX,01/24/2020,27747,22881	
DELANCEY/ESSEX,01/25/2020,20866,17577	
DELANCEY/ESSEX,01/26/2020,19197,14487	
DELANCEY/ESSEX,01/27/2020,24630,18734	
DELANCEY/ESSEX,01/28/2020,26590,20752	
DELANCEY/ESSEX,01/29/2020,27072,21242	
DELANCEY/ESSEX,01/30/2020,28274,21958	
DELANCEY/ESSEX,01/31/2020,28431,23657	
DELANCEY/ESSEX,02/01/2020,22445,18898	
DELANCEY/ESSEX,02/02/2020,18214,13947	
DELANCEY/ESSEX,02/03/2020,26318,20376	
DELANCEY/ESSEX,02/04/2020,27225,20605	
DELANCEY/ESSEX,02/05/2020,27765,21732	
DELANCEY/ESSEX,02/06/2020,28306,22152	
DELANCEY/ESSEX,02/07/2020,30160,24886	
DELANCEY/ESSEX,02/08/2020,23586,19941	
DELANCEY/ESSEX,02/09/2020,19620,14685	
DELANCEY/ESSEX,02/10/2020,26348,20590	
DELANCEY/ESSEX,02/11/2020,27484,22280	
DELANCEY/ESSEX,02/12/2020,28058,22905	
DELANCEY/ESSEX,02/13/2020,28696,23262	
DELANCEY/ESSEX,02/14/2020,30533,25447	
DELANCEY/ESSEX,02/15/2020,21724,18980	
DELANCEY/ESSEX,02/16/2020,20074,16169	
DELANCEY/ESSEX,02/17/2020,20819,16745	
DELANCEY/ESSEX,02/18/2020,23513,18284	
DELANCEY/ESSEX,02/19/2020,25058,20048	
DELANCEY/ESSEX,02/20/2020,25031,20389	
DELANCEY/ESSEX,02/21/2020,26448,21445	
DELANCEY/ESSEX,02/22/2020,22511,19466	
DELANCEY/ESSEX,02/23/2020,19317,14664	
DELANCEY/ESSEX,02/24/2020,26348,20405	
DELANCEY/ESSEX,02/25/2020,26540,20909	
DELANCEY/ESSEX,02/26/2020,27942,21366	
DELANCEY/ESSEX,02/27/2020,28184,22418	
DELANCEY/ESSEX,02/28/2020,29789,24577	
DELANCEY/ESSEX,02/29/2020,23355,19369	
DELANCEY/ESSEX,03/01/2020,18829,14215	
DELANCEY/ESSEX,03/02/2020,26736,20919	
DELANCEY/ESSEX,03/03/2020,26989,21716	
DELANCEY/ESSEX,03/04/2020,27745,22497	
DELANCEY/ESSEX,03/05/2020,27825,22861	
DELANCEY/ESSEX,03/06/2020,27849,23558	
DELANCEY/ESSEX,03/07/2020,22486,20270	
DELANCEY/ESSEX,03/08/2020,18158,14369	
DELANCEY/ESSEX,03/09/2020,24929,19943	
DELANCEY/ESSEX,03/10/2020,24518,19272	
DELANCEY/ESSEX,03/11/2020,24072,19283	
DELANCEY/ESSEX,03/12/2020,21738,18167	
DELANCEY/ESSEX,03/13/2020,18767,16141	
DELANCEY/ESSEX,03/14/2020,11493,10336	
DELANCEY/ESSEX,03/15/2020,7744,6896	
DELANCEY/ESSEX,03/16/2020,9620,8571	
DELANCEY/ESSEX,03/17/2020,7863,7022	
DELANCEY/ESSEX,03/18/2020,7317,6571	
DELANCEY/ESSEX,03/19/2020,6481,6067	
DELANCEY/ESSEX,03/20/2020,6099,5789	
DELANCEY/ESSEX,03/21/2020,3726,3836	
DELANCEY/ESSEX,03/22/2020,2664,3025	
DELANCEY/ESSEX,03/23/2020,-2802014,-762894	
DELANCEY/ESSEX,03/24/2020,2809024,770318	
DELANCEY/ESSEX,03/25/2020,3499,3518	
DELANCEY/ESSEX,03/26/2020,3577,3674	
DELANCEY/ESSEX,03/27/2020,3417,3565	
DELANCEY/ESSEX,03/28/2020,1916,2354	
DELANCEY/ESSEX,03/29/2020,1577,2120	
DELANCEY/ESSEX,03/30/2020,2852,3039	
DELANCEY/ESSEX,03/31/2020,2639,2969	
DELANCEY/ESSEX,04/01/2020,2770,3003	
DELANCEY/ESSEX,04/02/2020,2520,2938	
DELANCEY/ESSEX,04/03/2020,2566,2906	
DELANCEY/ESSEX,04/04/2020,1738,2357	
DELANCEY/ESSEX,04/05/2020,1466,1988	
DELANCEY/ESSEX,04/06/2020,2383,2790	
DELANCEY/ESSEX,04/07/2020,2257,2613	
DELANCEY/ESSEX,04/08/2020,2254,2571	
DELANCEY/ESSEX,04/09/2020,2217,2475	
DELANCEY/ESSEX,04/10/2020,2235,2714	
DELANCEY/ESSEX,04/11/2020,1552,2110	
DELANCEY/ESSEX,04/12/2020,1174,1810	
DELANCEY/ESSEX,04/13/2020,1943,2613	
DELANCEY/ESSEX,04/14/2020,2315,2866	
DELANCEY/ESSEX,04/15/2020,2366,3025	
DELANCEY/ESSEX,04/16/2020,2309,2969	
DELANCEY/ESSEX,04/17/2020,2428,3039	
DELANCEY/ESSEX,04/18/2020,1511,2100	
DELANCEY/ESSEX,04/19/2020,1443,1968	
DELANCEY/ESSEX,04/20/2020,2346,3005	
DELANCEY/ESSEX,04/21/2020,2323,2875	
DELANCEY/ESSEX,04/22/2020,2521,2967	
DELANCEY/ESSEX,04/23/2020,2354,2916	
DELANCEY/ESSEX,04/24/2020,2431,2946	
DELANCEY/ESSEX,04/25/2020,1766,2437	
DELANCEY/ESSEX,04/26/2020,1317,2053	
DELANCEY/ESSEX,04/27/2020,2459,2989	
DELANCEY/ESSEX,04/28/2020,2673,3223	
DELANCEY/ESSEX,04/29/2020,2618,3429	
DELANCEY/ESSEX,04/30/2020,2508,2954	
DELANCEY/ESSEX,05/01/2020,2790,3106	
DELANCEY/ESSEX,05/02/2020,1962,2427	
DELANCEY/ESSEX,05/03/2020,1585,2190	
DELANCEY/ESSEX,05/04/2020,2819,3177	
DELANCEY/ESSEX,05/05/2020,2827,3163	
DELANCEY/ESSEX,05/06/2020,2815,3096	
DELANCEY/ESSEX,05/07/2020,2931,3024	
DELANCEY/ESSEX,05/08/2020,2911,3182	
DELANCEY/ESSEX,05/09/2020,1907,2584	
DELANCEY/ESSEX,05/10/2020,1683,2352	
DELANCEY/ESSEX,05/11/2020,2870,3065	
DELANCEY/ESSEX,05/12/2020,3027,3214	
DELANCEY/ESSEX,05/13/2020,3052,3382	
DELANCEY/ESSEX,05/14/2020,3037,3317	
DELANCEY/ESSEX,05/15/2020,3250,3619	
DELANCEY/ESSEX,05/16/2020,2161,2660	
DELANCEY/ESSEX,05/17/2020,1763,2245	
DELANCEY/ESSEX,05/18/2020,3211,3444	
DELANCEY/ESSEX,05/19/2020,3160,3392	
DELANCEY/ESSEX,05/20/2020,3435,3518	
DELANCEY/ESSEX,05/21/2020,3305,3481	
DELANCEY/ESSEX,05/22/2020,3475,3682	
DELANCEY/ESSEX,05/23/2020,2064,2395	
DELANCEY/ESSEX,05/24/2020,2123,2408	
DELANCEY/ESSEX,05/25/2020,2323,2739	
DELANCEY/ESSEX,05/26/2020,3478,3763	
DELANCEY/ESSEX,05/27/2020,3625,3962	
DELANCEY/ESSEX,05/28/2020,3620,3570	
DELANCEY/ESSEX,05/29/2020,3546,3837	
DELANCEY/ESSEX,05/30/2020,2624,3202	
DELANCEY/ESSEX,05/31/2020,2213,2796	
DELANCEY/ESSEX,06/01/2020,3847,4229	
DELANCEY/ESSEX,06/02/2020,3732,4138	
DELANCEY/ESSEX,06/03/2020,3565,3936	
DELANCEY/ESSEX,06/04/2020,3855,3918	
DELANCEY/ESSEX,06/05/2020,3991,4117	
DELANCEY/ESSEX,06/06/2020,2874,3204	
DELANCEY/ESSEX,06/07/2020,2284,2589	
DELANCEY/ESSEX,06/08/2020,3983,3989	
DELANCEY/ESSEX,06/09/2020,4181,4218	
DELANCEY/ESSEX,06/10/2020,4262,4380	
DELANCEY/ESSEX,06/11/2020,4089,4088	
DELANCEY/ESSEX,06/12/2020,4704,4939	
DELANCEY/ESSEX,06/13/2020,3235,3524	
DELANCEY/ESSEX,06/14/2020,2506,2867	
DELANCEY/ESSEX,06/15/2020,4351,4332	
DELANCEY/ESSEX,06/16/2020,4485,4496	
DELANCEY/ESSEX,06/17/2020,4725,4726	
DELANCEY/ESSEX,06/18/2020,4592,5037	
DELANCEY/ESSEX,06/19/2020,5159,5292	
DELANCEY/ESSEX,06/20/2020,3483,3716	
DELANCEY/ESSEX,06/21/2020,2788,2997	
DELANCEY/ESSEX,06/22/2020,4819,5034	
DELANCEY/ESSEX,06/23/2020,5001,5211	
DELANCEY/ESSEX,06/24/2020,5147,5221	
DELANCEY/ESSEX,06/25/2020,5417,5358	
DELANCEY/ESSEX,06/26/2020,5905,5870	
DELANCEY/ESSEX,06/27/2020,4048,4586	
DELANCEY/ESSEX,06/28/2020,3500,3771	
DELANCEY/ESSEX,06/29/2020,5417,5319	
DELANCEY/ESSEX,06/30/2020,5430,5271	
DELANCEY/ESSEX,07/01/2020,5462,5466	
DELANCEY/ESSEX,07/02/2020,5963,6026	
DELANCEY/ESSEX,07/03/2020,4869,5119	
DELANCEY/ESSEX,07/04/2020,3558,3695	
DELANCEY/ESSEX,07/05/2020,3168,3597	
DELANCEY/ESSEX,07/06/2020,5117,5244	
DELANCEY/ESSEX,07/07/2020,5607,5551	
DELANCEY/ESSEX,07/08/2020,5823,5563	
DELANCEY/ESSEX,07/09/2020,6044,5998	
DELANCEY/ESSEX,07/10/2020,4999,5013	
DELANCEY/ESSEX,07/11/2020,4031,4415	
DELANCEY/ESSEX,07/12/2020,3908,4128	
DELANCEY/ESSEX,07/13/2020,5606,5520	
DELANCEY/ESSEX,07/14/2020,5962,5812	
DELANCEY/ESSEX,07/15/2020,5995,5849	
DELANCEY/ESSEX,07/16/2020,6210,6004	
DELANCEY/ESSEX,07/17/2020,6217,6242	
DELANCEY/ESSEX,07/18/2020,3814,4589	
DELANCEY/ESSEX,07/19/2020,2894,3176	
DELANCEY/ESSEX,07/20/2020,5451,5441	
DELANCEY/ESSEX,07/21/2020,5895,5809	
DELANCEY/ESSEX,07/22/2020,5872,5902	
DELANCEY/ESSEX,07/23/2020,5931,5822	
DELANCEY/ESSEX,07/24/2020,6284,6360	
DELANCEY/ESSEX,07/25/2020,4145,5052	
DELANCEY/ESSEX,07/26/2020,3050,3496	
DELANCEY/ESSEX,07/27/2020,5521,5620	
DELANCEY/ESSEX,07/28/2020,6018,5951	
DELANCEY/ESSEX,07/29/2020,6288,6122	
DELANCEY/ESSEX,07/30/2020,6395,6282	
DELANCEY/ESSEX,07/31/2020,6468,6991	
DELANCEY/ESSEX,08/01/2020,4983,5139	
DELANCEY/ESSEX,08/02/2020,3555,3752	
DELANCEY/ESSEX,08/03/2020,6100,5906	
DELANCEY/ESSEX,08/04/2020,4638,4723	
DELANCEY/ESSEX,08/05/2020,6646,6561	
DELANCEY/ESSEX,08/06/2020,6457,6655	
DELANCEY/ESSEX,08/07/2020,-79163120,-67901581	
DELANCEY/ESSEX,08/15/2020,79215250,67954471	
DELANCEY/ESSEX,08/16/2020,-10899582,-14550881	
DELANCEY/ESSEX,08/17/2020,9437335,13852234	
DELANCEY/ESSEX,08/18/2020,1478167,715017	
DELANCEY/ESSEX,08/19/2020,6130,6536	
DELANCEY/ESSEX,08/20/2020,6624,6975	
DELANCEY/ESSEX,08/21/2020,6828,7330	
DELANCEY/ESSEX,08/22/2020,4958,5658	
DELANCEY/ESSEX,08/23/2020,3797,4466	
DELANCEY/ESSEX,08/24/2020,5883,6273	
DELANCEY/ESSEX,08/25/2020,6127,6481	
DELANCEY/ESSEX,08/26/2020,6502,7104	
DELANCEY/ESSEX,08/27/2020,6367,6643	
DELANCEY/ESSEX,08/28/2020,6878,7430	
DELANCEY/ESSEX,08/29/2020,4255,4904	
DELANCEY/ESSEX,08/30/2020,4220,4823	
DELANCEY/ESSEX,08/31/2020,6061,6452	
DELANCEY/ESSEX,09/01/2020,6593,6785	
DELANCEY/ESSEX,09/02/2020,6666,6812	
DELANCEY/ESSEX,09/03/2020,6847,6977	
DELANCEY/ESSEX,09/04/2020,7556,7762	
DELANCEY/ESSEX,09/05/2020,5298,5792	
DELANCEY/ESSEX,09/06/2020,4359,4647	
DELANCEY/ESSEX,09/07/2020,4315,4781	
DELANCEY/ESSEX,09/08/2020,6767,6838	
DELANCEY/ESSEX,09/09/2020,7186,7338	
DELANCEY/ESSEX,09/10/2020,6582,6837	
DELANCEY/ESSEX,09/11/2020,7737,8155	
DELANCEY/ESSEX,09/12/2020,6549,7080	
DELANCEY/ESSEX,09/13/2020,4596,4920	
DELANCEY/ESSEX,09/14/2020,6854,7004	
DELANCEY/ESSEX,09/15/2020,7270,7494	
DELANCEY/ESSEX,09/16/2020,7158,7574	
DELANCEY/ESSEX,09/17/2020,7587,7737	
DELANCEY/ESSEX,09/18/2020,8081,8672	
DELANCEY/ESSEX,09/19/2020,7032,8044	
DELANCEY/ESSEX,09/20/2020,5176,5768	
DELANCEY/ESSEX,09/21/2020,7012,6934	
DELANCEY/ESSEX,09/22/2020,7178,7313	
DELANCEY/ESSEX,09/23/2020,7877,7659	
DELANCEY/ESSEX,09/24/2020,7745,7637	
DELANCEY/ESSEX,09/25/2020,58850,61993	
DELANCEY/ESSEX,10/03/2020,6872,8080	
DELANCEY/ESSEX,10/04/2020,5103,6006	
DELANCEY/ESSEX,10/05/2020,7544,7289	
DELANCEY/ESSEX,10/06/2020,7842,7665	
DELANCEY/ESSEX,10/07/2020,8025,7824	
DELANCEY/ESSEX,10/08/2020,8268,8387	
DELANCEY/ESSEX,10/09/2020,8874,8920	
DELANCEY/ESSEX,10/10/2020,6849,7773	
DELANCEY/ESSEX,10/11/2020,4968,5892	
DELANCEY/ESSEX,10/12/2020,5478,5885	
DELANCEY/ESSEX,10/13/2020,7513,7570	
DELANCEY/ESSEX,10/14/2020,8424,8291	
DELANCEY/ESSEX,10/15/2020,-2859455,-783172	
DELANCEY/ESSEX,10/16/2020,7740,7776	
DELANCEY/ESSEX,10/17/2020,7299,8451	
DELANCEY/ESSEX,10/18/2020,5345,6164	
DELANCEY/ESSEX,10/19/2020,7603,7462	
DELANCEY/ESSEX,10/20/2020,7871,7730	
DELANCEY/ESSEX,10/21/2020,8204,8060	
DELANCEY/ESSEX,10/22/2020,8383,8148	
DELANCEY/ESSEX,10/23/2020,8835,8942	
DELANCEY/ESSEX,10/24/2020,7179,8329	
DELANCEY/ESSEX,10/25/2020,5254,6032	
DELANCEY/ESSEX,10/26/2020,7214,7406	
DELANCEY/ESSEX,10/27/2020,7971,8127	
DELANCEY/ESSEX,10/28/2020,8087,8070	
DELANCEY/ESSEX,10/29/2020,7374,7543	
DELANCEY/ESSEX,10/30/2020,8095,8793	
DELANCEY/ESSEX,10/31/2020,7431,8829	
DELANCEY/ESSEX,11/01/2020,4927,6030	
DELANCEY/ESSEX,11/02/2020,7549,7665	
DELANCEY/ESSEX,11/03/2020,6925,7036	
DELANCEY/ESSEX,11/04/2020,7463,7684	
DELANCEY/ESSEX,11/05/2020,7962,7895	
DELANCEY/ESSEX,11/06/2020,8262,8985	
DELANCEY/ESSEX,11/07/2020,6225,7183	
DELANCEY/ESSEX,11/08/2020,4792,5394	
DELANCEY/ESSEX,11/09/2020,7398,7538	
DELANCEY/ESSEX,11/10/2020,7927,7957	
DELANCEY/ESSEX,11/11/2020,6690,7133	
DELANCEY/ESSEX,11/12/2020,7837,7747	
DELANCEY/ESSEX,11/13/2020,8022,8349	
DELANCEY/ESSEX,11/14/2020,6303,6542	
DELANCEY/ESSEX,11/15/2020,4154,4530	
DELANCEY/ESSEX,11/16/2020,7371,7633	
DELANCEY/ESSEX,11/17/2020,7652,7631	
DELANCEY/ESSEX,11/18/2020,7853,7936	
DELANCEY/ESSEX,11/19/2020,7521,7641	
DITMAS AV,01/01/2020,1794,1169	
DITMAS AV,01/02/2020,3941,2156	
DITMAS AV,01/03/2020,3784,1993	
DITMAS AV,01/04/2020,1725,1054	
DITMAS AV,01/05/2020,1842,1107	
DITMAS AV,01/06/2020,4205,2345	
DITMAS AV,01/07/2020,4104,2238	
DITMAS AV,01/08/2020,4221,2296	
DITMAS AV,01/09/2020,4214,2303	
DITMAS AV,01/10/2020,3928,1930	
DITMAS AV,01/11/2020,6,0	
DITMAS AV,01/12/2020,3,1	
DITMAS AV,01/13/2020,4140,2188	
DITMAS AV,01/14/2020,4207,2304	
DITMAS AV,01/15/2020,4364,2400	
DITMAS AV,01/16/2020,4288,2342	
DITMAS AV,01/17/2020,3752,1881	
DITMAS AV,01/18/2020,1,0	
DITMAS AV,01/19/2020,7,6	
DITMAS AV,01/20/2020,2721,1557	
DITMAS AV,01/21/2020,3930,2200	
DITMAS AV,01/22/2020,4018,2168	
DITMAS AV,01/23/2020,4121,2309	
DITMAS AV,01/24/2020,3710,2055	
DITMAS AV,01/25/2020,1619,976	
DITMAS AV,01/26/2020,1824,1100	
DITMAS AV,01/27/2020,4090,2417	
DITMAS AV,01/28/2020,4344,2431	
DITMAS AV,01/29/2020,4381,2398	
DITMAS AV,01/30/2020,4299,2308	
DITMAS AV,01/31/2020,3888,2153	
DITMAS AV,02/01/2020,1732,1085	
DITMAS AV,02/02/2020,-67573034,-27933	
DITMAS AV,02/03/2020,4281,2532	
DITMAS AV,02/04/2020,4372,2482	
DITMAS AV,02/05/2020,4341,2355	
DITMAS AV,02/06/2020,4416,2443	
DITMAS AV,02/07/2020,3968,2108	
DITMAS AV,02/08/2020,2160,1298	
DITMAS AV,02/09/2020,2122,1327	
DITMAS AV,02/10/2020,4220,2339	
DITMAS AV,02/11/2020,67579292,31574	
DITMAS AV,02/12/2020,4356,2366	
DITMAS AV,02/13/2020,4420,2415	
DITMAS AV,02/14/2020,4016,2009	
DITMAS AV,02/15/2020,1657,986	
DITMAS AV,02/16/2020,1990,1139	
DITMAS AV,02/17/2020,3029,1572	
DITMAS AV,02/18/2020,3834,2182	
DITMAS AV,02/19/2020,3994,2182	
DITMAS AV,02/20/2020,3988,2297	
DITMAS AV,02/21/2020,3593,1843	
DITMAS AV,02/22/2020,2201,1217	
DITMAS AV,02/23/2020,2235,1346	
DITMAS AV,02/24/2020,4356,2340	
DITMAS AV,02/25/2020,4311,2381	
DITMAS AV,02/26/2020,4468,2435	
DITMAS AV,02/27/2020,4356,2373	
DITMAS AV,02/28/2020,4049,2129	
DITMAS AV,02/29/2020,2149,1338	
DITMAS AV,03/01/2020,2259,1302	
DITMAS AV,03/02/2020,4303,2457	
DITMAS AV,03/03/2020,4252,2419	
DITMAS AV,03/04/2020,4313,2378	
DITMAS AV,03/05/2020,4442,2425	
DITMAS AV,03/06/2020,4022,2061	
DITMAS AV,03/07/2020,1837,1126	
DITMAS AV,03/08/2020,1865,1141	
DITMAS AV,03/09/2020,3998,2243	
DITMAS AV,03/10/2020,3588,2110	
DITMAS AV,03/11/2020,3922,2121	
DITMAS AV,03/12/2020,3791,2063	
DITMAS AV,03/13/2020,3242,1762	
DITMAS AV,03/14/2020,1374,912	
DITMAS AV,03/15/2020,1340,806	
DITMAS AV,03/16/2020,2386,1281	
DITMAS AV,03/17/2020,2099,1157	
DITMAS AV,03/18/2020,-68824009,-254542	
DITMAS AV,03/19/2020,68827518,256644	
DITMAS AV,03/20/2020,1451,868	
DITMAS AV,03/21/2020,600,431	
DITMAS AV,03/22/2020,535,423	
DITMAS AV,03/23/2020,866,599	
DITMAS AV,03/24/2020,817,515	
DITMAS AV,03/25/2020,808,518	
DITMAS AV,03/26/2020,799,528	
DITMAS AV,03/27/2020,710,512	
DITMAS AV,03/28/2020,300,239	
DITMAS AV,03/29/2020,346,215	
DITMAS AV,03/30/2020,620,376	
DITMAS AV,03/31/2020,602,392	
DITMAS AV,04/01/2020,579,383	
DITMAS AV,04/02/2020,570,349	
DITMAS AV,04/03/2020,536,349	
DITMAS AV,04/04/2020,205,149	
DITMAS AV,04/05/2020,277,198	
DITMAS AV,04/06/2020,516,341	
DITMAS AV,04/07/2020,567,378	
DITMAS AV,04/08/2020,478,336	
DITMAS AV,04/09/2020,370,248	
DITMAS AV,04/10/2020,348,263	
DITMAS AV,04/11/2020,221,166	
DITMAS AV,04/12/2020,246,174	
DITMAS AV,04/13/2020,386,263	
DITMAS AV,04/14/2020,494,405	
DITMAS AV,04/15/2020,393,384	
DITMAS AV,04/16/2020,376,283	
DITMAS AV,04/17/2020,497,353	
DITMAS AV,04/18/2020,217,182	
DITMAS AV,04/19/2020,306,223	
DITMAS AV,04/20/2020,584,382	
DITMAS AV,04/21/2020,541,355	
DITMAS AV,04/22/2020,611,407	
DITMAS AV,04/23/2020,623,395	
DITMAS AV,04/24/2020,570,393	
DITMAS AV,04/25/2020,238,180	
DITMAS AV,04/26/2020,319,241	
DITMAS AV,04/27/2020,591,400	
DITMAS AV,04/28/2020,629,441	
DITMAS AV,04/29/2020,595,415	
DITMAS AV,04/30/2020,647,459	
DITMAS AV,05/01/2020,598,418	
DITMAS AV,05/02/2020,305,253	
DITMAS AV,05/03/2020,387,296	
DITMAS AV,05/04/2020,642,488	
DITMAS AV,05/05/2020,681,479	
DITMAS AV,05/06/2020,647,493	
DITMAS AV,05/07/2020,710,501	
DITMAS AV,05/08/2020,633,483	
DITMAS AV,05/09/2020,285,228	
DITMAS AV,05/10/2020,383,310	
DITMAS AV,05/11/2020,717,467	
DITMAS AV,05/12/2020,742,479	
DITMAS AV,05/13/2020,712,543	
DITMAS AV,05/14/2020,764,530	
DITMAS AV,05/15/2020,736,528	
DITMAS AV,05/16/2020,321,284	
DITMAS AV,05/17/2020,394,300	
DITMAS AV,05/18/2020,677,496	
DITMAS AV,05/19/2020,673,511	
DITMAS AV,05/20/2020,711,517	
DITMAS AV,05/21/2020,735,567	
DITMAS AV,05/22/2020,712,494	
DITMAS AV,05/23/2020,0,20	
DITMAS AV,05/24/2020,0,17	
DITMAS AV,05/25/2020,0,3	
DITMAS AV,05/26/2020,745,615	
DITMAS AV,05/27/2020,758,601	
DITMAS AV,05/28/2020,725,574	
DITMAS AV,05/29/2020,532,409	
DITMAS AV,05/30/2020,0,6	
DITMAS AV,05/31/2020,3,19	
DITMAS AV,06/01/2020,863,595	
DITMAS AV,06/02/2020,809,590	
DITMAS AV,06/03/2020,850,656	
DITMAS AV,06/04/2020,969,729	
DITMAS AV,06/05/2020,829,542	
DITMAS AV,06/06/2020,3,19	
DITMAS AV,06/07/2020,0,16	
DITMAS AV,06/08/2020,1048,710	
DITMAS AV,06/09/2020,1139,734	
DITMAS AV,06/10/2020,1095,765	
DITMAS AV,06/11/2020,1154,830	
DITMAS AV,06/12/2020,1064,838	
DITMAS AV,06/13/2020,1,19	
DITMAS AV,06/14/2020,1,15	
DITMAS AV,06/15/2020,1080,851	
DITMAS AV,06/16/2020,1172,824	
DITMAS AV,06/17/2020,-82476,-106653	
DITMAS AV,06/18/2020,1241,845	
DITMAS AV,06/19/2020,1164,772	
DITMAS AV,06/20/2020,0,15	
DITMAS AV,06/21/2020,0,13	
